entity_id,unit_number,split,duration,event_observed,landmark_cycle,time_after_landmark,is_model_eligible,true_rul,true_event_time,total_cycles_available,has_full_window,mean_op_setting_1_first_30,slope_op_setting_1_first_30,mean_op_setting_2_first_30,slope_op_setting_2_first_30,mean_op_setting_3_first_30,slope_op_setting_3_first_30,mean_sensor_1_first_30,slope_sensor_1_first_30,mean_sensor_2_first_30,slope_sensor_2_first_30,mean_sensor_3_first_30,slope_sensor_3_first_30,mean_sensor_4_first_30,slope_sensor_4_first_30,mean_sensor_5_first_30,slope_sensor_5_first_30,mean_sensor_6_first_30,slope_sensor_6_first_30,mean_sensor_7_first_30,slope_sensor_7_first_30,mean_sensor_8_first_30,slope_sensor_8_first_30,mean_sensor_9_first_30,slope_sensor_9_first_30,mean_sensor_10_first_30,slope_sensor_10_first_30,mean_sensor_11_first_30,slope_sensor_11_first_30,mean_sensor_12_first_30,slope_sensor_12_first_30,mean_sensor_13_first_30,slope_sensor_13_first_30,mean_sensor_14_first_30,slope_sensor_14_first_30,mean_sensor_15_first_30,slope_sensor_15_first_30,mean_sensor_16_first_30,slope_sensor_16_first_30,mean_sensor_17_first_30,slope_sensor_17_first_30,mean_sensor_18_first_30,slope_sensor_18_first_30,mean_sensor_19_first_30,slope_sensor_19_first_30,mean_sensor_20_first_30,slope_sensor_20_first_30,mean_sensor_21_first_30,slope_sensor_21_first_30
train_1,1,train,192,1,30,162,True,,,192,True,-0.0005533333333333333,3.2480533926585095e-05,6.6666666666666675e-06,1.690767519466069e-06,100.0,2.1250328762807317e-16,518.67,6.1345301425351906e-15,642.3283333333333,0.005724137931035486,1587.5583333333332,0.07854727474973548,1400.1073333333331,-0.11405561735259144,14.620000000000001,8.741445436359154e-17,21.610000000000003,1.864025390388843e-16,554.1056666666667,-0.0001446051168125321,2388.0623333333338,0.0004071190211476506,9049.641666666665,-0.007548387096709024,1.2999999999999996,1.7230004472950286e-17,47.282666666666664,0.0013570634037821168,522.062,0.004338153503896194,2388.0466666666666,0.0005027808676357988,8132.631333333332,-0.021463848720784374,8.41161,0.0001153058954394114,0.030000000000000006,3.6768571189059955e-19,391.93333333333334,0.010678531701892372,2388.0,-4.808713592318001e-15,100.0,2.1250328762807317e-16,38.97266666666667,-0.0009343715239150375,23.38546,-0.00011434927697442286
train_2,2,train,287,1,30,257,True,,,287,True,0.0005266666666666668,-2.669632925472763e-06,0.00010333333333333332,3.35928809788655e-06,100.0,2.1250328762807317e-16,518.67,6.1345301425351906e-15,641.954,0.009499443826473266,1583.4409999999998,-0.08624471635148455,1396.8336666666667,-0.023962180200203635,14.620000000000001,8.741445436359154e-17,21.608333333333334,0.00022024471635160697,554.5933333333335,-0.010674082313678095,2388.002333333333,-0.000883203559464045,9053.294,-0.043350389321499413,1.2999999999999996,1.7230004472950286e-17,47.139333333333326,-0.0006896551724131942,522.414,-0.0028609566184645495,2387.997,0.000905450500559408,8137.295666666667,-0.01142380422686777,8.388810000000001,-0.00030912124582867684,0.030000000000000006,3.6768571189059955e-19,391.23333333333335,-0.0046718576195756804,2388.0,-4.808713592318001e-15,100.0,2.1250328762807317e-16,39.058,-0.0030656284760840237,23.438783333333333,-0.0012899443826475806
train_3,3,train,179,1,30,149,True,,,179,True,-0.0006166666666666666,-1.822024471635148e-05,-3.333333333333333e-06,-2.424916573971072e-06,100.0,2.1250328762807317e-16,518.67,6.1345301425351906e-15,642.2653333333332,-0.014331479421580742,1584.5683333333332,0.09919243604005515,1398.9019999999998,-0.04657619577305819,14.620000000000001,8.741445436359154e-17,21.610000000000003,1.864025390388843e-16,554.3403333333333,-0.006355951056723396,2388.0333333333333,-0.00043159065627582647,9054.317,-0.07388431590667793,1.2999999999999996,1.7230004472950286e-17,47.224666666666664,0.0010767519466076557,522.1563333333332,-0.0021512791991146413,2388.0270000000005,-0.0005272525027687253,8138.287666666667,-0.022378197997831202,8.408420000000001,-0.00014344827586199643,0.030000000000000006,3.6768571189059955e-19,391.5,0.004671857619576502,2388.0,-4.808713592318001e-15,100.0,2.1250328762807317e-16,38.98733333333334,0.0008587319243604196,23.377786666666665,-0.0007164404894325404
train_4,4,train,189,1,30,159,True,,,189,True,0.0007400000000000001,-1.3793103448275851e-05,2.0000000000000012e-05,-5.027808676307001e-06,100.0,2.1250328762807317e-16,518.67,6.1345301425351906e-15,642.4206666666666,0.0013437152391527572,1587.5553333333335,0.08670077864293871,1402.5620000000001,-0.06856062291433326,14.620000000000001,8.741445436359154e-17,21.610000000000003,1.864025390388843e-16,553.9173333333333,0.010727474972200578,2388.0690000000004,0.0004382647386454779,9050.746000000001,0.0968676307007476,1.2999999999999996,1.7230004472950286e-17,47.38866666666666,0.005535038932147638,521.8446666666667,0.0020645161290499636,2388.0713333333333,0.0010589543937805132,8131.909666666667,0.07521023359303784,8.418753333333333,-4.200222469402556e-05,0.030000000000000006,3.6768571189059955e-19,392.3,-0.025139043381531907,2388.0,-4.808713592318001e-15,100.0,2.1250328762807317e-16,38.943,-0.002605116796440489,23.33952333333333,-0.0022617352614014096
train_5,5,train,269,1,30,239,True,,,269,True,0.0002533333333333332,1.672969966629593e-05,-8e-05,-1.1701890989988878e-05,100.0,2.1250328762807317e-16,518.67,6.1345301425351906e-15,642.0923333333334,0.0007986651835353117,1582.9353333333336,-0.20262068965515279,1395.9413333333334,0.11885205784205635,14.620000000000001,8.741445436359154e-17,21.607666666666667,-9.566184649606994e-05,554.5956666666666,-0.006609566184647129,2387.996,0.0003025583981969253,9066.547666666667,-0.018275862068821976,1.2999999999999996,1.7230004472950286e-17,47.153999999999996,-0.0009032258064517071,522.537,0.0025962180200258494,2387.9970000000003,-0.0004249165739602196,8149.079333333333,0.01754393770857378,8.399103333333333,-0.0006559955506117782,0.030000000000000006,3.6768571189059955e-19,391.53333333333336,-0.01913236929921702,2388.0,-4.808713592318001e-15,100.0,2.1250328762807317e-16,39.04666666666666,-0.004778642936596454,23.41690333333333,0.0011010678531701327
train_6,6,train,188,1,30,158,True,,,188,True,0.00046,1.9577308120133356e-06,-2.6666666666666677e-05,3.6929922135706428e-06,100.0,2.1250328762807317e-16,518.67,6.1345301425351906e-15,642.5806666666667,0.004645161290324327,1588.6539999999998,-0.02197997775303058,1407.9686666666666,0.11435372636264561,14.620000000000001,8.741445436359154e-17,21.610000000000003,1.864025390388843e-16,553.2246666666667,-0.00043159065628425966,2388.1279999999997,-4.449388207476558e-06,9041.783333333333,0.0327163515016844,1.2999999999999996,1.7230004472950286e-17,47.53599999999999,-0.0015928809788650952,521.4706666666666,-0.0034126807563938616,2388.1283333333336,0.000576195773095717,8122.039666666666,-0.047833147942136375,8.44182,0.00012124582869848578,0.030000000000000006,3.6768571189059955e-19,393.26666666666665,-0.012013348164622862,2388.0,-4.808713592318001e-15,100.0,2.1250328762807317e-16,38.84,-0.0014682981090098526,23.307290000000002,7.107897664068706e-05
train_7,7,train,259,1,30,229,True,,,259,True,-0.0006799999999999999,2.180200222469397e-06,-1.3333333333333333e-05,2.7141268075639663e-06,100.0,2.1250328762807317e-16,518.67,6.1345301425351906e-15,642.2106666666667,-0.01289432703003403,1585.6893333333328,-0.07849610678529978,1397.7793333333332,0.056284760845369756,14.620000000000001,8.741445436359154e-17,21.609333333333336,-0.00011123470522798613,554.3086666666666,0.0034972191323782366,2388.0069999999996,0.0008654060066983439,9069.648666666668,0.06364404894332057,1.2999999999999996,1.7230004472950286e-17,47.208666666666666,0.0008987764182424509,522.214,0.005067853170192136,2388.006666666666,-0.0008676307007712474,8149.232999999999,0.04673859844274928,8.405266666666666,-0.00030358175750831766,0.030000000000000006,3.6768571189059955e-19,391.76666666666665,0.019354838709681462,2388.0,-4.808713592318001e-15,100.0,2.1250328762807317e-16,38.98866666666665,0.0005383759733040123,23.40203,-0.000876729699666225
train_8,8,train,150,1,30,120,True,,,150,True,-0.0009033333333333331,6.778642936596215e-05,-2.333333333333333e-05,-1.9354838709677437e-06,100.0,2.1250328762807317e-16,518.67,6.1345301425351906e-15,642.7006666666668,-0.005330367074524752,1589.616666666667,-0.0769833147942081,1408.9573333333333,-0.060725250278078964,14.620000000000001,8.741445436359154e-17,21.610000000000003,1.864025390388843e-16,553.1363333333334,0.013728587319240771,2388.1306666666665,0.00026251390431422623,9043.242,0.017058954393778098,1.2999999999999996,1.7230004472950286e-17,47.53933333333334,0.0019354838709681596,521.3396666666666,-0.0028898776418228253,2388.1310000000003,-0.00044716351500169156,8122.786666666667,0.055194660734194906,8.442770000000001,-0.0005878309232480758,0.030000000000000006,3.6768571189059955e-19,392.8666666666667,-0.007119021134592183,2388.0,-4.808713592318001e-15,100.0,2.1250328762807317e-16,38.836,-0.0005116796440488662,23.278456666666663,-0.0002637819799777346
train_9,9,train,201,1,30,171,True,,,201,True,-0.00013999999999999996,6.135706340378201e-05,-4e-05,8.676307007786436e-06,100.0,2.1250328762807317e-16,518.67,6.1345301425351906e-15,642.0076666666666,0.005506117908781949,1584.064333333333,0.01775083426032546,1397.4,-0.06732814238041679,14.620000000000001,8.741445436359154e-17,21.609666666666666,2.892102335909222e-05,554.5593333333334,-0.0008097886540587526,2387.995666666667,-0.0004827586206745762,9065.114666666665,0.12857397107889487,1.2999999999999996,1.7230004472950286e-17,47.16466666666667,0.0015439377085656055,522.5253333333333,-0.0071457174638486255,2387.994333333333,-0.00012680756395115026,8146.570333333335,0.03849388209128593,8.394573333333334,-0.0001307675194660132,0.030000000000000006,3.6768571189059955e-19,391.23333333333335,-0.01890989988876919,2388.0,-4.808713592318001e-15,100.0,2.1250328762807317e-16,39.019999999999996,0.0007741935483874866,23.435700000000008,-0.0017002447163512004
train_10,10,train,222,1,30,192,True,,,222,True,7.666666666666668e-05,5.1390433815350275e-06,0.0001233333333333333,-5.317018909899888e-06,100.0,2.1250328762807317e-16,518.67,6.1345301425351906e-15,642.0800000000002,-0.0007875417130158263,1584.9743333333329,0.024745272525022993,1396.4540000000002,0.15086095661847138,14.620000000000001,8.741445436359154e-17,21.608333333333334,-6.674082313466748e-06,554.603,0.015486095661841339,2388.0136666666667,0.0004115684093283999,9053.196666666665,0.20301223581755837,1.2999999999999996,1.7230004472950286e-17,47.14866666666667,0.0017041156840937699,522.3736666666667,-0.011793103448270894,2388.0053333333335,-0.0002714126807672588,8138.172333333333,-0.030765294772027715,8.394676666666665,0.0001274527252501877,0.030000000000000006,3.6768571189059955e-19,391.5,0.0077864293659646614,2388.0,-4.808713592318001e-15,100.0,2.1250328762807317e-16,39.028333333333336,0.0028364849833152845,23.41784333333333,0.00023842046718598213
